customer_id,campaign_name,channel,budget,clicks,impressions
59914,Summer Promo,social,500,681,5000
59915,Summer Promo,email,100,479,-1
59916,Spring Sale,radio,,101,many
59917,,print,unknown,372,
59918,Spring Sale,print,unknown,119,
59919,Spring Sale,social,-999,504,-1
59920,,tv,unknown,11,many
59921,,radio,500,191,5000
59922,Black Friday,tv,-999,839,
59923,Black Friday,email,,49,
59924,,,-999,571,
59925,,email,-999,762,
59926,,print,-999,420,5000
59927,Spring Sale,tv,,557,10000
59928,Black Friday,email,500,904,
59929,Summer Promo,email,5000,784,
59930,Summer Promo,tv,1000,89,many
59931,,radio,500,585,
59932,Spring Sale,email,-999,681,10000
59933,,print,5000,47,
59934,Black Friday,tv,5000,508,10000
59935,Black Friday,,5000,993,1000
59936,Black Friday,radio,,-2,10000
59937,Black Friday,print,-999,362,
59938,Summer Promo,email,unknown,640,10000
59939,,social,,836,
59940,Spring Sale,social,1000,81,
59941,Spring Sale,tv,-999,359,-1
59942,,social,-999,731,5000
59943,,email,-999,664,5000
59944,,,1000,786,-1
59945,Summer Promo,email,5000,470,1000
59946,,,100,326,-1
59947,Summer Promo,email,,764,5000
59948,,social,100,890,-1
59949,Spring Sale,print,100,660,many
59950,Spring Sale,,,408,
59951,,email,500,777,10000
59952,Spring Sale,radio,-999,213,-1
59953,Black Friday,,500,979,many
59954,Summer Promo,,-999,382,1000
59955,,email,-999,542,-1
59956,Black Friday,,1000,859,many
59957,Spring Sale,tv,100,493,-1
59958,Black Friday,radio,unknown,202,5000
59959,,email,-999,151,5000
59960,Spring Sale,tv,-999,502,1000
59961,,email,-999,272,5000
59962,,radio,500,39,10000
59963,,social,unknown,765,-1
59964,,print,1000,804,-1
59965,,social,-999,351,-1
59966,,print,100,909,many
59967,,,500,404,-1
59968,Black Friday,email,-999,419,-1
59969,Black Friday,print,500,507,1000
59970,Spring Sale,social,-999,415,many
59971,Black Friday,,-999,135,10000
59972,,,500,854,10000
59973,Spring Sale,print,5000,755,many
59974,,email,1000,61,5000
59975,Summer Promo,email,1000,941,-1
59976,Black Friday,email,-999,550,many
59977,,email,100,-1,10000
59978,Spring Sale,,1000,383,many
59979,Black Friday,tv,-999,950,-1
59980,Spring Sale,radio,,364,5000
59981,,social,500,408,
59982,Summer Promo,social,5000,438,5000
59983,,radio,unknown,897,10000
59984,Black Friday,,unknown,700,5000
59985,Black Friday,social,unknown,878,5000
59986,Black Friday,tv,500,182,
59987,,,unknown,223,5000
59988,Black Friday,radio,100,949,-1
59989,,,,619,5000
59990,Summer Promo,print,1000,185,many
59991,Black Friday,print,500,917,
59992,Black Friday,,500,606,5000
59993,Spring Sale,social,1000,529,many
59994,Black Friday,email,1000,646,5000
59995,Summer Promo,print,100,555,10000
59996,,,500,892,-1
59997,Spring Sale,radio,,125,-1
59998,Spring Sale,print,1000,605,many
59999,,email,100,610,10000
60000,Summer Promo,email,-999,572,
60001,Summer Promo,tv,5000,242,5000
60002,Summer Promo,,500,127,1000
60003,Black Friday,social,-999,562,5000
60004,,,500,813,1000
60005,,social,500,636,-1
60006,Black Friday,email,500,965,-1
60007,Spring Sale,print,100,338,many
60008,Spring Sale,,500,737,10000
60009,Spring Sale,tv,-999,176,
60010,Black Friday,social,100,979,5000
60011,Summer Promo,,100,502,-1
60012,,social,5000,969,many
60013,,social,,316,1000
60014,,tv,500,93,1000
60015,,email,5000,398,
60016,Black Friday,radio,1000,8,many
60017,,print,5000,41,
60018,Summer Promo,email,5000,156,
60019,Summer Promo,,-999,376,10000
60020,Spring Sale,,-999,257,-1
60021,,email,unknown,258,many
60022,Spring Sale,social,500,730,
60023,,print,5000,332,
60024,Spring Sale,email,500,994,10000
60025,,email,1000,514,-1
60026,Black Friday,email,1000,351,many
60027,Black Friday,,1000,476,1000
60028,,print,unknown,262,many
60029,Black Friday,tv,500,223,1000
60030,,radio,100,772,10000
60031,Spring Sale,radio,500,499,-1
60032,,email,5000,246,
60033,Summer Promo,radio,5000,439,10000
60034,,email,,27,
60035,Summer Promo,tv,1000,299,many
60036,Black Friday,print,1000,453,10000
60037,Black Friday,radio,,815,-1
60038,,social,100,307,-1
60039,,radio,5000,49,many
60040,Black Friday,tv,,88,many
60041,Summer Promo,print,,446,
60042,Black Friday,email,100,900,-1
60043,,social,-999,671,
60044,Spring Sale,print,100,309,1000
60045,,social,5000,369,5000
60046,Spring Sale,social,unknown,322,1000
60047,Black Friday,radio,-999,890,
60048,Summer Promo,radio,1000,818,10000
60049,Summer Promo,print,5000,972,5000
60050,Black Friday,social,unknown,887,5000
60051,,,1000,918,5000
60052,Black Friday,email,,539,-1
60053,Spring Sale,social,-999,873,1000
60054,Black Friday,email,100,781,-1
60055,Black Friday,print,,538,many
60056,,radio,500,203,many
60057,,print,unknown,823,10000
60058,Spring Sale,tv,5000,536,
60059,Spring Sale,email,5000,93,10000
60060,Summer Promo,tv,-999,998,many
60061,Spring Sale,print,,384,1000
60062,,print,100,958,1000
60063,,radio,500,127,-1
60064,,,1000,454,10000
60065,Black Friday,tv,100,979,
60066,Summer Promo,,1000,573,10000
60067,,,-999,134,1000
60068,,email,500,523,
60069,,print,100,68,1000
60070,,radio,,958,5000
60071,Spring Sale,social,5000,289,1000
60072,Spring Sale,tv,1000,198,10000
60073,Black Friday,email,100,336,
60074,,email,5000,-8,
60075,Black Friday,radio,,930,
60076,Black Friday,print,-999,905,10000
60077,Black Friday,,5000,708,10000
60078,,social,500,131,-1
60079,Spring Sale,,-999,298,many
60080,Summer Promo,email,100,284,5000
60081,Summer Promo,,100,831,many
60082,,email,5000,644,
60083,Black Friday,,,323,10000
60084,,,100,801,-1
60085,Summer Promo,tv,,584,10000
60086,Spring Sale,email,500,72,1000
60087,Spring Sale,print,5000,960,-1
60088,Spring Sale,email,100,575,1000
60089,,tv,500,362,10000
60090,Spring Sale,tv,-999,936,
60091,Black Friday,email,unknown,302,
60092,,email,5000,492,5000
60093,Black Friday,radio,,528,-1
60094,Black Friday,email,1000,411,many
60095,,print,unknown,425,many
60096,,social,unknown,401,many
60097,Spring Sale,radio,unknown,738,1000
60098,,tv,unknown,909,-1
60099,,social,1000,528,1000
60100,,print,unknown,83,
60101,,print,1000,912,5000
60102,Spring Sale,tv,,160,
60103,,email,100,576,5000
60104,,,,575,-1
60105,Spring Sale,radio,1000,324,many
60106,,,100,977,10000
60107,,,5000,25,-1
60108,Black Friday,,,415,
60109,,social,1000,733,1000
60110,Spring Sale,print,,77,10000
60111,,print,100,869,1000
60112,,email,500,529,1000
60113,Black Friday,,unknown,363,1000
60114,Spring Sale,email,,770,
60115,Summer Promo,email,5000,664,5000
60116,Summer Promo,social,100,842,1000
60117,,print,5000,365,many
60118,Black Friday,,500,620,
60119,,tv,5000,706,1000
60120,Summer Promo,print,-999,298,1000
60121,Spring Sale,social,500,235,many
60122,Summer Promo,print,unknown,187,-1
60123,,social,-999,220,10000
60124,Spring Sale,,100,181,10000
60125,,,500,602,10000
60126,,social,,646,
60127,,email,100,249,
60128,Black Friday,tv,,665,-1
60129,,,500,2,-1
60130,,,1000,300,10000
60131,Summer Promo,tv,5000,836,-1
60132,Spring Sale,print,unknown,686,-1
60133,Summer Promo,radio,5000,829,5000
60134,Black Friday,email,unknown,-3,10000
60135,Spring Sale,email,100,659,1000
60136,Summer Promo,tv,100,165,1000
60137,Black Friday,email,unknown,36,5000
60138,Spring Sale,tv,500,605,10000
60139,Spring Sale,email,-999,465,1000
60140,,email,-999,478,10000
60141,,social,500,919,-1
60142,Summer Promo,email,500,735,5000
60143,Spring Sale,tv,5000,63,many
60144,Spring Sale,,1000,651,many
60145,Summer Promo,social,500,212,-1
60146,Spring Sale,radio,,423,1000
60147,Spring Sale,email,-999,941,
60148,Summer Promo,radio,unknown,369,many
60149,Black Friday,tv,5000,267,many
60150,Summer Promo,,,191,-1
60151,Summer Promo,radio,5000,599,10000
60152,Spring Sale,radio,500,833,
60153,,,1000,423,-1
60154,Summer Promo,,-999,247,10000
60155,Summer Promo,tv,,552,-1
60156,Spring Sale,print,unknown,519,10000
60157,Summer Promo,email,unknown,135,
60158,,radio,100,733,10000
60159,Summer Promo,email,,989,10000
60160,,social,1000,52,10000
60161,,print,5000,350,
60162,,social,1000,243,1000
60163,Spring Sale,,unknown,365,1000
60164,Summer Promo,print,-999,500,many
60165,Summer Promo,email,unknown,110,many
60166,,,100,979,many
60167,,radio,,201,-1
60168,Black Friday,social,unknown,474,-1
60169,Black Friday,print,5000,331,1000
60170,,radio,5000,856,-1
60171,Black Friday,email,5000,562,
60172,,email,500,692,10000
60173,Black Friday,radio,,874,-1
60174,,print,,341,-1
60175,Spring Sale,social,500,308,-1
60176,Black Friday,social,-999,679,many
60177,Summer Promo,email,1000,251,5000
60178,,tv,100,367,
60179,,email,5000,982,1000
60180,Summer Promo,,100,445,many
60181,Summer Promo,email,1000,911,-1
60182,,print,1000,564,many
60183,,social,500,954,5000
60184,Summer Promo,radio,5000,317,1000
60185,Summer Promo,email,,80,many
60186,,print,1000,133,5000
60187,,social,-999,448,-1
60188,Summer Promo,email,unknown,252,
60189,Black Friday,email,1000,40,1000
60190,Black Friday,radio,500,158,1000
60191,,social,100,858,
60192,Summer Promo,radio,,294,-1
60193,,radio,5000,362,5000
60194,Summer Promo,,100,359,
60195,Black Friday,social,100,977,-1
60196,,print,,895,1000
60197,Black Friday,print,,16,-1
60198,Spring Sale,tv,unknown,606,
60199,Summer Promo,print,5000,171,10000
60200,,print,-999,420,-1
60201,,email,1000,12,10000
60202,,radio,,284,-1
60203,Summer Promo,radio,5000,772,
60204,Spring Sale,social,,425,10000
60205,Black Friday,email,100,773,10000
60206,,tv,100,294,
60207,,,unknown,493,10000
60208,,radio,500,796,5000
60209,Summer Promo,radio,,414,1000
60210,Black Friday,email,-999,498,-1
60211,Summer Promo,,unknown,9,5000
60212,,print,1000,868,5000
60213,,print,500,652,1000
60214,,print,1000,939,-1
60215,Summer Promo,radio,5000,169,
60216,Black Friday,social,100,17,-1
60217,Black Friday,print,5000,572,-1
60218,Spring Sale,print,,36,1000
60219,Spring Sale,email,,687,5000
60220,,print,unknown,645,10000
60221,,tv,5000,233,5000
60222,Spring Sale,,,327,10000
60223,Black Friday,email,unknown,534,many
60224,Spring Sale,tv,,973,
60225,,,100,808,10000
60226,,email,-999,869,many
60227,Summer Promo,tv,5000,454,1000
60228,Black Friday,print,1000,539,-1
60229,Black Friday,print,500,68,10000
60230,Summer Promo,email,500,334,-1
60231,Summer Promo,print,,960,-1
60232,,social,-999,919,5000
60233,,tv,-999,343,1000
60234,,tv,500,481,10000
60235,Summer Promo,print,500,87,1000
60236,,print,unknown,822,10000
60237,,email,,781,-1
60238,Spring Sale,email,-999,92,
60239,,tv,100,882,10000
60240,,social,500,700,-1
60241,,tv,1000,343,10000
60242,Black Friday,social,5000,977,-1
60243,Spring Sale,social,5000,690,many
60244,Summer Promo,social,500,268,many
60245,Summer Promo,tv,500,717,
60246,Spring Sale,email,unknown,390,-1
60247,,tv,,523,-1
60248,Summer Promo,radio,1000,576,1000
60249,,tv,-999,427,-1
60250,Spring Sale,tv,100,855,10000
60251,,,unknown,904,many
60252,Spring Sale,tv,500,902,5000
60253,,print,unknown,565,10000
60254,,tv,500,434,1000
60255,,radio,1000,673,-1
60256,Black Friday,social,100,404,-1
60257,Spring Sale,social,unknown,814,5000
60258,,email,500,115,1000
60259,Summer Promo,social,5000,559,-1
60260,Black Friday,social,unknown,475,10000
60261,Black Friday,radio,1000,977,many
60262,,email,5000,594,
60263,Black Friday,email,1000,976,-1
60264,Black Friday,tv,unknown,939,10000
60265,,tv,,406,-1
60266,Spring Sale,tv,500,273,-1
60267,Black Friday,print,1000,927,10000
60268,,social,unknown,609,-1
60269,,tv,unknown,50,10000
60270,Black Friday,print,5000,740,-1
60271,,social,1000,878,-1
60272,,social,-999,28,10000
60273,,social,500,368,5000
60274,,social,100,508,many
60275,Spring Sale,email,unknown,660,-1
60276,Summer Promo,email,500,940,10000
60277,Summer Promo,social,5000,791,many
60278,,radio,,957,5000
60279,,radio,100,578,many
60280,,tv,-999,206,1000
60281,Summer Promo,print,5000,793,many
60282,,tv,unknown,147,-1
60283,Summer Promo,social,1000,43,5000
60284,Summer Promo,,500,97,5000
60285,Black Friday,radio,1000,856,-1
60286,Spring Sale,,5000,92,
60287,,email,-999,9,
60288,,print,1000,990,-1
60289,Black Friday,,100,504,10000
60290,,email,,239,5000
60291,Summer Promo,email,100,448,1000
60292,Black Friday,,,484,many
60293,,tv,,195,5000
60294,,email,500,272,
60295,,print,1000,81,1000
60296,Summer Promo,tv,unknown,698,-1
60297,,email,-999,13,10000
60298,Spring Sale,tv,5000,68,many
60299,,tv,1000,513,
60300,Spring Sale,social,1000,198,-1
60301,,email,,219,1000
60302,Spring Sale,radio,1000,334,
60303,,social,5000,301,1000
60304,,radio,5000,98,1000
60305,,tv,100,878,
60306,Black Friday,social,,27,many
60307,,tv,1000,392,5000
60308,Black Friday,email,,371,
60309,,tv,,354,10000
60310,Spring Sale,radio,1000,182,many
60311,Spring Sale,,unknown,634,-1
60312,Spring Sale,tv,1000,213,1000
60313,,tv,,946,many
60314,Black Friday,radio,-999,813,many
60315,,print,,390,10000
60316,,print,100,470,10000
60317,,print,unknown,509,1000
60318,Spring Sale,,-999,55,many
60319,Summer Promo,,5000,608,5000
60320,Summer Promo,radio,5000,261,-1
60321,Summer Promo,social,5000,909,
60322,Black Friday,radio,5000,38,many
60323,,email,1000,215,1000
60324,,radio,1000,642,1000
60325,,print,,151,10000
60326,,social,unknown,28,many
60327,,email,-999,811,
60328,Spring Sale,print,500,582,10000
60329,,print,-999,363,1000
60330,Spring Sale,tv,100,373,many
60331,Summer Promo,email,1000,69,1000
60332,Spring Sale,social,,49,
60333,,email,1000,258,
60334,Spring Sale,tv,500,832,10000
60335,Summer Promo,social,500,410,
60336,Spring Sale,,,684,5000
60337,,email,5000,203,-1
60338,Spring Sale,,1000,609,-1
60339,,social,1000,937,1000
60340,Spring Sale,radio,1000,55,10000
60341,,social,500,360,5000
60342,Black Friday,tv,,270,
60343,,,500,234,10000
60344,Summer Promo,print,1000,713,
60345,Black Friday,,unknown,704,-1
60346,Spring Sale,email,,916,1000
60347,,print,unknown,395,
60348,Spring Sale,email,1000,976,1000
60349,,print,-999,70,many
60350,,,-999,685,10000
60351,Summer Promo,tv,100,596,10000
60352,,radio,500,93,many
60353,,social,-999,951,
60354,Summer Promo,tv,100,852,
60355,Summer Promo,social,1000,77,-1
60356,Spring Sale,tv,,65,many
60357,Spring Sale,social,500,209,-1
60358,,email,5000,332,many
60359,,,-999,102,5000
60360,Summer Promo,social,,529,many
60361,,social,500,-3,10000
60362,,radio,5000,162,5000
60363,Summer Promo,social,,626,1000
60364,Spring Sale,email,-999,380,
60365,Black Friday,,-999,170,10000
60366,Black Friday,print,5000,713,
60367,,radio,,776,5000
60368,,tv,100,671,5000
60369,,tv,500,704,-1
60370,Summer Promo,,,703,
60371,,print,,154,
60372,,radio,5000,100,10000
60373,,tv,5000,110,5000
60374,Black Friday,,-999,109,-1
60375,Spring Sale,,100,683,
60376,Spring Sale,print,100,765,
60377,,,500,449,10000
60378,Summer Promo,email,,773,10000
60379,,print,unknown,88,
60380,,email,unknown,901,1000
60381,,print,,270,-1
60382,,radio,5000,353,many
60383,Black Friday,social,5000,890,-1
60384,,,1000,780,-1
60385,,radio,1000,635,1000
60386,Black Friday,email,1000,567,5000
60387,Summer Promo,tv,unknown,564,1000
60388,Black Friday,print,5000,836,-1
60389,Summer Promo,radio,5000,188,5000
60390,,email,100,251,10000
60391,Black Friday,print,-999,55,many
60392,,,1000,297,1000
60393,,,100,941,5000
60394,Summer Promo,print,100,580,5000
60395,,,unknown,26,10000
60396,Black Friday,tv,unknown,645,10000
60397,,social,100,132,5000
60398,,print,100,931,-1
60399,,tv,,151,
60400,Black Friday,email,1000,827,10000
60401,,social,100,514,5000
60402,Black Friday,tv,-999,280,many
60403,,social,1000,529,10000
60404,,social,,931,
60405,,radio,500,994,1000
60406,,radio,5000,937,many
60407,,tv,-999,271,5000
60408,Black Friday,radio,-999,156,10000
60409,Summer Promo,social,-999,40,
60410,,tv,1000,679,-1
60411,Spring Sale,radio,5000,226,5000
60412,Spring Sale,tv,500,567,10000
60413,Summer Promo,social,,349,
60414,Black Friday,social,1000,692,5000
60415,,social,500,91,many
60416,,email,,27,10000
60417,,,-999,53,10000
60418,Spring Sale,tv,,343,1000
60419,Black Friday,social,5000,559,
60420,Spring Sale,radio,-999,609,-1
60421,,radio,1000,365,-1
60422,Black Friday,print,,350,1000
60423,,tv,-999,551,10000
60424,Summer Promo,social,5000,458,many
60425,Spring Sale,print,100,719,-1
60426,Summer Promo,social,,645,
60427,Summer Promo,radio,,730,1000
60428,Spring Sale,radio,1000,113,
60429,Black Friday,print,100,250,5000
60430,,email,-999,802,1000
60431,Black Friday,print,1000,92,10000
60432,,tv,500,229,many
60433,Black Friday,social,unknown,186,many
60434,,tv,,211,10000
60435,Black Friday,social,500,516,5000
60436,Spring Sale,tv,-999,530,10000
60437,,email,unknown,183,10000
60438,,,500,817,5000
60439,,print,5000,959,
60440,Summer Promo,tv,5000,701,10000
60441,Summer Promo,email,-999,81,-1
60442,Black Friday,radio,,298,1000
60443,Summer Promo,email,5000,329,many
60444,Summer Promo,email,100,318,
60445,Spring Sale,email,-999,972,10000
60446,,social,5000,491,10000
60447,,,-999,908,1000
60448,Summer Promo,print,1000,238,many
60449,Spring Sale,social,-999,808,1000
60450,Spring Sale,radio,unknown,543,1000
60451,,tv,unknown,819,
60452,Spring Sale,print,5000,954,
60453,Summer Promo,tv,5000,763,
60454,Black Friday,tv,1000,707,
60455,Spring Sale,tv,unknown,180,many
60456,Black Friday,email,1000,425,1000
60457,Summer Promo,print,500,748,-1
60458,Summer Promo,radio,-999,430,10000
60459,Spring Sale,social,unknown,921,1000
60460,,tv,5000,354,1000
60461,Summer Promo,radio,-999,-2,10000
60462,Summer Promo,radio,1000,757,
60463,,social,unknown,859,many
60464,Black Friday,radio,100,359,5000
60465,Spring Sale,radio,5000,257,5000
60466,Summer Promo,email,100,706,10000
60467,,radio,5000,785,5000
60468,Summer Promo,radio,unknown,684,5000
60469,Spring Sale,,1000,444,5000
60470,Black Friday,radio,500,379,1000
60471,Summer Promo,,,642,-1
60472,,email,unknown,483,5000
60473,Spring Sale,tv,5000,837,
60474,,tv,100,145,-1
60475,,radio,,297,1000
60476,Summer Promo,email,5000,243,-1
60477,Black Friday,social,,38,-1
60478,Black Friday,radio,5000,778,
60479,,email,,595,-1
60480,Summer Promo,email,100,175,-1
60481,Spring Sale,email,unknown,806,
60482,,print,-999,988,5000
60483,,radio,100,637,5000
60484,Summer Promo,email,100,470,1000
60485,Summer Promo,tv,,46,10000
60486,,print,500,179,many
60487,,,500,755,1000
60488,Black Friday,radio,unknown,548,1000
60489,,print,-999,422,1000
60490,Summer Promo,,-999,677,1000
60491,Black Friday,,100,823,1000
60492,Summer Promo,radio,unknown,302,-1
60493,,radio,500,426,-1
60494,,tv,unknown,600,many
60495,Summer Promo,,unknown,133,5000
60496,Black Friday,,5000,18,many
60497,,,500,959,5000
60498,Spring Sale,tv,100,493,-1
60499,,print,5000,74,-1
60500,Black Friday,email,-999,150,1000
60501,,radio,500,32,
60502,Spring Sale,print,5000,137,10000
60503,,tv,500,980,10000
60504,Spring Sale,radio,unknown,309,many
60505,Black Friday,social,5000,789,-1
60506,Black Friday,radio,1000,786,many
60507,Black Friday,,unknown,416,10000
60508,Black Friday,,unknown,305,1000
60509,Summer Promo,email,500,544,many
60510,Spring Sale,email,5000,-1,5000
60511,Summer Promo,tv,5000,449,10000
60512,Black Friday,social,1000,278,5000
60513,Spring Sale,,100,853,5000
60514,,social,unknown,751,5000
60515,Summer Promo,tv,-999,148,many
60516,Spring Sale,social,,381,
60517,Black Friday,print,500,948,5000
60518,Black Friday,print,100,59,1000
60519,Spring Sale,radio,500,843,5000
60520,,tv,-999,662,5000
60521,Black Friday,email,1000,613,-1
60522,Black Friday,tv,,683,many
60523,,print,100,329,
60524,Spring Sale,print,500,429,
60525,Summer Promo,email,5000,864,
60526,,tv,5000,813,1000
60527,Spring Sale,,-999,693,5000
60528,,social,5000,631,
60529,,tv,,832,
60530,Summer Promo,print,1000,941,many
60531,Summer Promo,,1000,619,10000
60532,Summer Promo,,100,586,10000
60533,Black Friday,email,500,680,
60534,Black Friday,print,unknown,64,5000
60535,,social,-999,290,1000
60536,Black Friday,email,1000,972,-1
60537,,social,100,601,5000
60538,,radio,100,547,-1
60539,,radio,1000,802,10000
60540,Summer Promo,email,5000,400,1000
60541,,tv,-999,359,1000
60542,Spring Sale,tv,1000,534,many
60543,,tv,1000,387,10000
60544,,email,-999,959,many
60545,,radio,5000,246,many
60546,,,,735,1000
60547,,social,,513,5000
60548,Black Friday,tv,,942,many
60549,Spring Sale,print,1000,347,10000
60550,,social,unknown,269,5000
60551,,radio,1000,129,10000
60552,Spring Sale,email,unknown,331,1000
60553,Summer Promo,email,,384,1000
60554,Spring Sale,,,617,
60555,Black Friday,social,5000,676,5000
60556,,social,-999,868,
60557,,print,100,722,1000
60558,Summer Promo,tv,100,379,5000
60559,,radio,500,837,-1
60560,Spring Sale,print,100,954,5000
60561,,radio,5000,992,
60562,Spring Sale,email,5000,825,-1
60563,Summer Promo,,1000,625,-1
60564,,print,100,848,10000
60565,Spring Sale,tv,1000,344,10000
60566,Spring Sale,print,-999,708,5000
60567,Black Friday,social,5000,946,1000
60568,,print,100,805,
60569,Spring Sale,,100,206,1000
60570,,social,500,116,
60571,Black Friday,radio,100,393,
60572,Spring Sale,social,5000,234,10000
60573,,email,unknown,72,many
60574,Black Friday,tv,unknown,502,many
60575,Black Friday,email,1000,668,10000
60576,,radio,1000,746,5000
60577,,,-999,3,5000
60578,Summer Promo,tv,1000,397,5000
60579,,email,500,129,
60580,Summer Promo,tv,5000,235,
60581,Black Friday,tv,100,285,5000
60582,Summer Promo,,500,313,5000
60583,Spring Sale,radio,,491,1000
60584,Black Friday,email,100,430,many
60585,Black Friday,email,-999,664,1000
60586,Summer Promo,print,1000,428,1000
60587,,tv,500,38,1000
60588,,,unknown,19,10000
60589,,email,100,189,10000
60590,,print,5000,835,-1
60591,Summer Promo,social,unknown,351,many
60592,,print,100,713,10000
60593,,tv,1000,585,-1
60594,,social,,116,10000
60595,Summer Promo,radio,unknown,41,10000
60596,Spring Sale,social,,851,
60597,Black Friday,radio,5000,755,
60598,Summer Promo,,,34,10000
60599,Summer Promo,,500,410,-1
60600,Black Friday,print,100,823,many
60601,,tv,,196,-1
60602,Summer Promo,radio,100,717,10000
60603,Summer Promo,,-999,207,-1
60604,,social,5000,341,
60605,,social,100,195,5000
60606,Summer Promo,tv,100,565,5000
60607,Spring Sale,,5000,215,5000
60608,Spring Sale,tv,1000,935,-1
60609,,social,-999,34,10000
60610,Summer Promo,print,5000,587,many
60611,,tv,-999,918,many
60612,Spring Sale,social,1000,182,1000
60613,,,1000,167,-1
60614,Summer Promo,print,500,974,1000
60615,,,,993,-1
60616,Black Friday,social,500,584,
60617,,,unknown,166,-1
60618,,social,-999,497,many
60619,Summer Promo,radio,-999,338,
60620,,,unknown,353,-1
60621,,tv,1000,733,10000
60622,Spring Sale,print,,168,many
60623,,tv,1000,254,1000
60624,Spring Sale,radio,500,516,many
60625,Spring Sale,,500,675,10000
60626,,email,100,597,1000
60627,,print,100,10,-1
60628,,,unknown,352,10000
60629,Spring Sale,tv,500,463,10000
60630,,email,100,173,5000
60631,Spring Sale,,1000,837,5000
60632,Summer Promo,social,1000,656,10000
60633,Spring Sale,tv,5000,858,1000
60634,Summer Promo,email,1000,682,
60635,Summer Promo,tv,5000,864,many
60636,,tv,unknown,270,5000
60637,Summer Promo,tv,1000,152,1000
60638,Spring Sale,print,1000,194,5000
60639,,social,1000,901,1000
60640,,radio,-999,629,many
60641,Summer Promo,print,5000,506,many
60642,Spring Sale,radio,100,644,5000
60643,Black Friday,radio,-999,803,many
60644,Summer Promo,email,100,12,10000
60645,Black Friday,print,500,58,1000
60646,Black Friday,email,5000,310,
60647,Spring Sale,email,,154,10000
60648,Black Friday,social,1000,671,many
60649,Summer Promo,print,5000,460,5000
60650,,,100,584,5000
60651,Spring Sale,,1000,893,-1
60652,,,1000,74,1000
60653,Summer Promo,radio,1000,51,10000
60654,,,500,879,-1
60655,,,5000,447,10000
60656,,tv,unknown,370,-1
60657,Summer Promo,email,-999,407,many
60658,Black Friday,radio,500,246,5000
60659,,tv,500,632,5000
60660,,radio,unknown,830,10000
60661,Spring Sale,,,447,-1
60662,Spring Sale,radio,unknown,254,1000
60663,Black Friday,radio,-999,998,5000
60664,Summer Promo,tv,,545,-1
60665,Spring Sale,email,500,233,5000
60666,Spring Sale,social,1000,746,1000
60667,,tv,,172,-1
60668,,print,500,683,10000
60669,Black Friday,tv,-999,47,many
60670,Black Friday,,1000,929,many
60671,,print,100,698,-1
60672,Spring Sale,,100,318,1000
60673,,,100,822,-1
60674,Summer Promo,radio,1000,283,
60675,Spring Sale,,100,431,10000
60676,,radio,-999,713,many
60677,,radio,5000,70,-1
60678,Summer Promo,email,unknown,271,10000
60679,Summer Promo,tv,-999,903,-1
60680,Spring Sale,email,unknown,298,1000
60681,Summer Promo,social,5000,964,10000
60682,Spring Sale,social,500,610,-1
60683,Black Friday,social,unknown,732,5000
60684,,tv,500,212,10000
60685,Spring Sale,print,500,921,1000
60686,Summer Promo,social,5000,988,10000
60687,Black Friday,,unknown,476,-1
60688,Black Friday,print,1000,540,many
60689,Black Friday,radio,1000,705,10000
60690,,print,500,662,
60691,Spring Sale,email,1000,221,-1
60692,Black Friday,tv,-999,66,-1
60693,,print,100,1,many
60694,,,5000,750,10000
60695,Black Friday,tv,5000,918,-1
60696,,,5000,238,
60697,,tv,1000,522,10000
60698,,email,5000,911,10000
60699,Summer Promo,social,1000,644,5000
60700,,,500,696,1000
60701,Spring Sale,print,unknown,502,5000
60702,,print,100,593,
60703,,social,-999,249,many
60704,,social,,389,5000
60705,Summer Promo,print,5000,183,5000
60706,Summer Promo,radio,,701,
60707,Black Friday,tv,unknown,981,10000
60708,,social,,768,1000
60709,Spring Sale,,,285,1000
60710,,,unknown,92,-1
60711,Black Friday,print,5000,308,many
60712,,social,-999,152,
60713,Summer Promo,email,,811,many
60714,Black Friday,email,,366,
60715,Black Friday,,-999,85,1000
60716,,tv,5000,766,many
60717,,email,,372,10000
60718,,tv,,637,10000
60719,Black Friday,social,500,37,10000
60720,Black Friday,tv,500,517,5000
60721,Summer Promo,radio,500,312,5000
60722,Summer Promo,email,-999,62,
60723,,print,,788,5000
60724,,print,500,621,1000
60725,,social,,785,-1
60726,,print,100,204,many
60727,,print,1000,827,5000
60728,Summer Promo,print,500,938,-1
60729,,print,100,759,1000
60730,Black Friday,,1000,717,10000
60731,Spring Sale,email,500,554,1000
60732,Spring Sale,social,5000,583,10000
60733,Spring Sale,print,1000,241,many
60734,Spring Sale,email,unknown,464,many
60735,,email,1000,414,1000
60736,Spring Sale,,,579,5000
60737,Black Friday,radio,unknown,470,5000
60738,,,unknown,399,-1
60739,Black Friday,radio,,946,
60740,,tv,500,811,1000
60741,Black Friday,social,-999,798,1000
60742,Black Friday,email,unknown,398,
60743,Spring Sale,radio,500,117,
60744,,,500,113,10000
60745,Spring Sale,radio,5000,480,10000
60746,Summer Promo,tv,1000,784,1000
60747,,radio,500,430,
60748,Black Friday,print,,506,-1
60749,,social,unknown,639,many
60750,Spring Sale,print,1000,946,1000
60751,Black Friday,social,500,269,5000
60752,,,,582,5000
60753,Summer Promo,tv,100,417,
60754,,tv,100,638,-1
60755,Summer Promo,radio,100,599,many
